aa_000,ag_002,ag_003,ag_004,ah_000,al_000,am_0,an_000,ao_000,ap_000,aq_000,ar_000,ay_008,az_005,az_007,ba_000,ba_002,ba_003,ba_004,ba_008,bb_000,bg_000,bh_000,bi_000,bj_000,bt_000,bu_000,bv_000,bx_000,by_000,cc_000,ce_000,ci_000,cj_000,ck_000,cn_000,cn_001,cn_002,cn_008,cn_009,cq_000,cs_002,cs_004,de_000,dg_000,dn_000,ds_000,dt_000,ee_000,ee_005
46460,0,5698,77672,1351102,5922,9330,2779994,2470226,394890,246622,0,833564,2130976,2,726320,357084,292530,234706,252,3181504,1351102,32778,198214,193630,46459.31,3181504,3181504,3176498,19061.0,3059282,93412,2746470.72,0.0,310502.4,0,0,42514,2126,94,3181504,92998,122698,98,0,17906,88146,12820,336440,407828
77294,0,0,96278,2498998,0,0,5365560,4312442,1878892,854612,0,194126,3113346,4,2352828,592118,456878,378846,0,7246382,2498998,86832,1177338,698542,77293.97,7246382,7246382,7229908,34247.0,6162298,257980,5277780.48,0.0,879226.56,0,0,0,13650,734,7246382,265206,497142,550,0,55586,204588,29528,943440,558840
3766,0,0,220,122224,0,0,244526,222250,65252,16144,0,2950,215946,0,131250,25108,14366,8822,0,309860,122224,3690,45240,19938,3765.82,309860,309860,312616,1123.0,265842,7706,202042.56,0.0,60615.36,0,0,0,324,0,309860,2388,17220,50,0,1644,9192,1806,65644,15678
76,0,0,2,4880,0,0,15088,12364,13396,862,0,14528,4570,0,11500,352,318,122,10,28520,4880,282,11212,2162,75.23,28520,28520,35912,58.0,14612,0,8688.0,11.52,3284.16,0,0,0,0,0,28520,18,1500,0,0,212,0,0,6284,456
38410,0,0,79756,1255400,1856,3336,2387552,1966572,512892,357968,0,1108854,999602,2,1038432,256238,209572,206704,0,2903018,1255400,46840,237816,273964,38410.06,2903018,2903018,2895866,17162.0,2796000,108022,2426148.48,0.0,367157.76,0,0,19690,5774,856,2903018,116742,277592,512,0,24044,117982,20570,394262,246920
38350,0,0,228,2080032,0,0,3097550,1709652,1556270,1350266,0,46238,422158,0,2225418,323724,244152,205802,0,4653958,2080032,110430,333644,1219926,38350.06,4653958,4653958,4652498,27566.0,4554044,167220,2913351.36,0.0,1637983.68,0,0,0,4772,662,4653958,610412,401774,708,0,72976,121700,26712,1661372,213044
29988,0,366,345774,716238,5062,8134,1502148,1393400,180434,81240,0,1560870,1426756,4,586672,305208,104876,47924,3766,1688022,716238,10958,72012,107678,29988.32,1688022,1688022,1672842,7959.0,1584230,24490,1409982.72,763.2,170978.88,0,0,17068,1188,0,1688022,38568,33604,314,0,6376,20872,3468,185640,57840
5304,0,0,4460,149390,0,0,290568,258048,55364,21488,0,62934,181738,2,121476,37762,19482,8862,0,346050,149390,4342,29056,25986,5304.83,346050,346050,345424,1451.0,313310,8926,275194.56,0.0,37775.04,0,0,1210,228,10,346050,622,9130,134,0,2352,13394,2106,40096,80280
14,0,0,12,1366,0,0,19668,17230,7164,1246,0,7102,1570,0,6558,146,86,128,12,26846,1366,202,3704,3426,14.03,26846,26846,28052,30.0,8348,390,2518.08,0.0,4604.16,0,0,0,0,0,26846,22,102,64,0,266,28,28,6010,8
42010,0,0,424,1331628,0,0,2272350,1994092,478514,227676,0,540776,2399200,0,661896,222822,160886,129750,198,2751166,1331628,36276,274404,202236,42010.08,2751166,2751166,2744690,19245.0,2546936,69570,2266064.64,0.0,279476.16,0,0,0,3260,206,2751166,120736,219284,302,0,19200,47058,10732,294884,240256
48930,0,0,336,1364338,0,0,2827010,2308914,628764,438390,0,220376,771936,0,1096154,286526,222636,223990,0,3456468,1364338,39320,266068,360316,48930.23,3456468,3456468,3449150,22015.0,3299038,105032,2845178.88,0.0,451501.44,0,0,0,10636,1626,3456468,45022,150398,396,0,24860,90712,15138,475722,361966
10,0,0,2498,4742,36,80,25492,21102,15752,844,0,12322,2582,0,7922,700,276,158,56,41324,4742,354,12512,3210,9.2,41324,41324,41840,44.0,12404,914,7563.84,0.0,3771.84,0,0,918,0,0,41324,34,488,84,0,336,264,86,5462,1382
78236,0,0,0,2280400,46,266,4612664,3878090,984336,673028,0,0,0,0,0,0,0,0,0,5597524,2280400,74024,530850,448878,78236.03,5597524,5597524,4282,0.0,0,4,4343883.84,0.0,1004755.2,0,0,0,0,0,5597524,0,0,22,0,38262,0,0,0,0
39972,0,0,9994,1460310,0,0,2821854,2469554,717194,289010,0,529492,1110326,0,1121532,231774,190966,177490,18704,3539452,1460310,34770,451442,262370,39972.88,3539452,3539452,3529786,20306.0,3151460,83806,2623068.48,0.0,523091.52,0,0,0,2888,68,3539452,76874,195820,114,0,18326,95576,12220,549834,405368
149852,22446,815812,4497634,4171976,385292,552962,9148074,8442312,2037454,875384,2,8260758,6865852,0,3253654,1900624,741522,342630,93282,11572132,4171976,119542,930802,1104160,149852.5,11572132,11572132,11554322,51336.0,10802252,246898,8066541.12,598864.32,2128996.8,12448,243612,1968754,342,0,11572132,1649976,8026592,5356,0,63050,272844,35610,2796050,409172
52872,0,0,5500,1483826,0,0,2838596,2530438,416408,236908,0,8100,898438,0,755620,229050,233358,251662,772,3255604,1483826,35386,243738,171496,52871.93,3255604,3255604,3243874,21821.0,3061344,68922,2730921.6,0.0,328773.12,0,0,0,2112,10,3255604,1188,94352,204,0,18344,121430,15514,343086,392472
4,0,0,18,3750,0,0,17324,14634,9870,486,0,8180,6836,0,6028,388,148,704,0,27234,3750,228,7592,2262,3.38,27234,27234,27442,33.0,8224,400,4274.88,0.0,2729.28,0,0,0,0,0,27234,20,670,316,0,186,56,30,4150,60
38064,0,1524,53344,0,0,0,0,0,0,0,0,1711768,2191962,0,1240482,356822,198526,122680,0,0,0,0,0,0,38064.06,0,0,3378532,10364.0,3119548,99666,2483466.24,0.0,630593.28,0,0,11746,5634,284,0,4532,257874,736,0,0,103384,17542,664638,328780
32528,0,0,1350,939888,0,0,1795576,1474824,418390,290750,0,71196,432574,0,657514,216000,146954,102916,0,2214266,939888,31976,195028,221342,32527.15,2214266,2214266,2212360,15296.0,2146742,61268,1830866.88,0.0,314577.6,0,0,0,2748,146,2214266,24398,90246,438,0,16960,74268,11836,324492,300946
6754,0,0,334,166074,0,0,380038,351572,36820,22558,0,51698,389244,0,184126,15084,2832,596,0,416920,166074,4322,12310,24422,6753.01,416920,416920,419880,1153.0,392498,9986,351483.84,0.0,40693.44,0,0,0,456,10,416920,336,7186,116,0,1788,3936,4264,43288,159452
2392,0,0,3976,62920,0,0,116492,104122,138584,6068,0,109100,116728,0,26998,38800,12260,6570,564,255162,62920,1046,126708,11736,2391.51,255162,255162,256376,740.0,124314,1444,108286.08,0.0,14897.28,0,0,0,16,0,255162,2508,2924,304,0,796,1318,258,16600,7712
22,0,0,8818,1546,438,928,11926,8920,18376,1200,0,4812,320,0,9656,238,118,214,16,30778,1546,280,14628,3708,22.39,30778,30778,34772,38.0,11930,720,4119.36,0.0,6694.08,0,0,7122,0,0,30778,26,174,114,0,390,198,66,8070,64
46310,0,0,1582,1422096,0,0,2834822,2461450,457030,331776,0,527564,582586,0,1010722,284786,238128,200866,0,3292232,1422096,36678,175924,280230,46310.83,3292232,3292232,3291896,25940.0,3217914,113154,2664635.52,0.0,550040.64,0,0,0,3448,360,3292232,39290,146138,456,0,18796,19506,22574,573576,438402
28592,0,0,65400,1865936,0,0,3315200,2447224,986430,817674,0,0,387756,0,1900746,362856,240508,178176,40836,4302128,1865936,75090,375132,610280,28591.77,4302128,4302128,4317862,25103.0,4212638,155632,3247145.28,3.84,962105.28,0,0,0,4138,36,4302128,7384,454578,182,0,44048,130236,17926,991546,23272
974,0,0,35700,85102,814,1632,231166,200576,75544,13768,0,212646,171400,1884,125058,12804,6766,4446,614,307738,85102,2234,38386,36464,974.98,307738,307738,296988,580.0,216174,4310,60819.84,90231.36,35718.72,0,0,4810,36,0,307738,17610,33926,310,82458,1992,2350,432,128634,3698
1736,0,0,164,49642,0,0,112670,103220,16526,5728,0,15912,97966,0,48316,11730,4640,690,0,129222,49642,1090,9522,6962,1735.48,129222,129222,134954,371.0,111284,2878,98431.68,0.0,12730.56,0,0,0,0,0,129222,336,4394,48,0,590,2272,398,14072,56784
59172,0,0,88346,2052900,0,0,3737838,2996596,1090088,662760,0,426888,4164712,0,1514136,350056,260696,217896,1484,4828608,2052900,77472,519222,568400,59172.98,4828608,4828608,4827898,30774.0,4487850,163002,3583844.16,77988.48,822158.4,0,0,11076,6074,338,4828608,148428,239216,452,0,50024,102838,29004,948544,406052
6776,1036,15354,103056,156256,8388,13786,363354,350800,53080,15994,0,142412,376050,0,101818,27938,5800,932,0,424838,156256,3078,33822,19192,6776.51,424838,424838,429178,1236.0,382524,8242,342142.08,43.2,40004.16,0,6890,59890,20,0,424838,1640,10714,348,0,1528,7090,1366,43200,105330
2740,0,0,99806,74170,3352,5534,158814,142064,31632,10508,0,126302,171540,0,51738,34682,11566,3904,28,193932,74170,1578,11652,19480,2740.25,193932,193932,194780,680.0,174448,3986,136360.32,0.0,36905.28,0,0,50234,0,0,193932,112,2402,180,0,1206,2916,416,39838,6294
40300,0,0,162,1429860,0,0,2467518,1822804,840428,560428,0,702176,2908084,2,1152012,252554,190264,228814,0,3308658,1429860,65608,408358,430690,40300.66,3308658,3308658,3297444,19545.0,3077752,146076,2594396.16,0.0,481063.68,0,0,0,6344,604,3308658,143934,106182,486,0,45210,80754,16422,508296,244390
882,0,0,392,29978,0,0,79092,66420,40568,4178,0,5492,1212,0,45704,4898,2874,1168,74,119756,29978,1082,30924,9474,882.65,119756,119756,120916,277.0,74552,2,51771.84,4924.8,16747.2,0,0,148,2,0,119756,98,17678,0,0,924,0,0,23704,6690
29748,0,0,9798,1003794,0,0,1947078,1577622,504684,318198,0,642678,2122394,0,694446,161018,101342,70638,39908,2452302,1003794,33752,244244,258350,29748.13,2452302,2452302,2442356,19916.0,2252294,81986,1827151.68,0.0,422814.72,0,0,398,4776,818,2452302,48540,144028,180,0,19860,75060,14524,437092,440418
13858,0,0,156,379884,0,0,785270,656092,164224,104704,0,214198,856024,0,316576,91282,56128,38184,0,949740,379884,13148,95088,68014,13857.37,949740,949740,951978,5564.0,885982,23014,819601.92,0.0,64637.76,0,0,0,1936,134,949740,7432,24594,62,0,8938,13760,2334,70940,113710
42478,0,0,4140,1287960,0,0,2448604,1936150,1383104,412508,0,457680,521630,0,1066866,184676,143670,152132,0,3832696,1287960,42868,997818,383738,42477.23,3832696,3832696,3812102,18939.0,2885552,94026,2374308.48,31688.64,472392.96,0,0,0,11772,2598,3832696,30532,155242,376,0,26490,81044,13124,541194,224682
12,0,0,76,3684,0,0,7144,2134,15702,1606,0,6836,6668,0,8212,212,66,22,0,22864,3684,212,10824,4740,12.82,22864,22864,22398,23.0,9298,476,3363.84,17.28,5040.0,0,0,0,0,0,22864,16,28,62,0,252,72,26,6296,12
7192,0,0,275754,74566,8206,17158,419580,337036,185344,72506,0,430752,15158,6400,243594,54092,42510,26204,12422,613434,74566,9474,59454,125228,7192.63,613434,613434,605206,2538.0,563042,27326,451208.64,0.0,110008.32,0,0,150580,166,0,613434,41736,27762,250,0,10380,21456,5554,118732,43930
97586,0,0,2762,2486108,0,0,5342650,4804876,849708,473240,0,536776,5704528,0,1287006,686186,560006,433292,2414,6192870,2486108,54556,520762,322212,97586.7,6192870,6192870,6157466,37917.0,5864960,118292,5332446.72,124.8,528652.8,0,0,0,7214,172,6192870,324802,279114,300,0,29582,155850,28904,557938,972314
36,0,0,138,6558,0,0,15662,10512,10456,1820,0,0,12854,0,16062,140,30,18,0,26156,6558,376,4806,5618,36.54,26156,26156,31302,22.0,16952,1006,6961.92,0.0,9905.28,0,0,0,22,0,26156,48,1118,104,0,252,328,94,10734,0
1662,0,0,3148,48244,0,0,99334,86086,33552,5750,0,27208,94174,0,47384,10262,3118,2440,78,132932,48244,1052,19308,13844,1661.76,132932,132932,130182,416.0,96404,1570,78572.16,0.0,16580.16,0,0,0,10,0,132932,1522,4408,90,0,758,884,264,18268,3118
17928,0,0,304,483300,0,0,1081654,947434,182860,90244,0,22426,1098756,0,409512,108374,81574,66066,0,1265084,483300,13902,101430,81034,17927.62,1265084,1265084,1263406,5842.0,1144062,43342,968005.44,0.0,174084.48,0,0,0,7290,1000,1265084,8868,79956,296,0,8510,35102,8908,188852,75984
34006,0,36,277728,3448080,0,0,5967438,4937902,1669854,772210,0,20550,6605398,6,3283354,539550,476072,455636,0,7640934,3448080,128846,932380,733438,34005.34,7640934,7640934,7658732,33119.0,6661744,296678,5103744.0,0.0,1535295.36,0,0,148,46260,6088,7640934,689990,525296,1494,0,85408,225406,47616,1613134,23276
10642,0,4740,48792,257446,2102,3268,645204,616224,60434,20478,0,176340,644206,0,204200,63788,26080,8894,0,707860,257446,3842,32534,27708,10642.71,707860,707860,705444,2249.0,652458,11886,600922.56,0.0,51064.32,0,0,8166,176,0,707860,306,13502,74,0,2028,9250,1806,54992,68954
126496,0,0,58340,3521718,0,0,7222950,6343128,1650004,819102,0,943114,917674,94,2489334,893956,671898,563562,0,8873350,3521718,103146,1232170,416268,126496.01,8873350,8873350,8899698,51171.0,7940004,54556,6696161.28,0.0,1241201.28,0,0,104,13264,1810,8873350,121622,512074,108,0,52582,33872,8372,1284792,913806
30582,0,0,1952,942884,0,0,1632480,1285908,423126,299586,0,13760,253058,0,479636,205846,140236,99366,240,2055962,942884,30556,192492,227796,30582.62,2055962,2055962,2052952,15168.0,1948320,59204,1771344.96,0.0,175488.0,0,0,0,4824,510,2055962,15756,43428,168,0,17738,53080,9518,187308,270046
1928,0,0,340,60158,0,0,132900,114846,39994,7198,0,15166,132644,0,68210,11432,3802,850,0,173014,60158,2006,23830,15692,1928.48,173014,173014,168874,370.0,136392,3784,111926.4,0.0,20539.2,0,0,156,18,0,173014,122,3582,50,0,1238,4680,1258,23286,50468
10,0,0,12,2526,0,0,7106,4684,11880,670,0,7148,140,0,5920,78,306,66,54,19000,2526,152,9462,2390,9.01,19000,19000,20188,26.0,7186,290,1667.52,120.0,4273.92,0,0,0,0,0,19000,26,560,44,0,142,22,10,5684,28
40746,0,0,990,1155264,0,0,2216228,1860674,423308,311644,0,23186,560718,0,755902,227886,168836,131504,6,2639944,1155264,36730,216772,204110,40745.88,2639944,2639944,2635082,19448.0,2546430,76592,2260486.08,0.0,283521.6,0,0,0,3626,384,2639944,48494,79352,250,0,20294,92598,14398,299564,270002
41782,0,0,9514,2954384,0,0,4667682,3315978,1618128,1138752,0,295134,5663460,18,2346424,470212,317690,268200,0,6287868,2954384,139488,678344,936236,41781.07,6287868,6287868,6274914,31262.0,5804836,195902,5062610.88,0.0,731519.04,0,0,0,23816,1646,6287868,305164,244660,1722,0,110340,102982,30610,773358,176
31876,0,0,42008,1149310,2700,4506,2274276,1945468,608458,262272,0,149028,2450726,0,1042634,192780,142356,119418,15876,2886176,1149310,32728,296172,310776,31876.71,2886176,2886176,2883358,14982.0,2581586,78962,1912640.64,44006.4,622436.16,0,0,16390,1740,70,2886176,53072,178370,902,0,22098,32700,6056,691646,243448
47560,0,0,1114,1593624,0,0,3276608,2852136,646888,351414,0,651144,749486,0,1606622,332154,233076,173888,0,3924262,1593624,47014,375350,268352,47560.6,3924262,3924262,3926348,17250.0,3596790,116730,2909582.4,0.0,684624.96,0,0,0,5046,122,3924262,28242,213900,320,0,26624,100994,18490,715312,498002
39840,0,0,354,1330292,0,0,2473636,1847478,775836,558508,0,2382986,2971790,0,993494,319720,186274,124342,35720,3250216,1330292,52224,274542,495528,39839.02,3250216,3250216,3248064,18264.0,3110146,129198,2506422.72,0.0,600954.24,0,0,0,5450,262,3250216,142972,157596,508,0,30686,98244,22920,626530,272880
66202,0,0,3034,1865212,0,0,3695486,3170578,675994,469290,0,923500,1033764,0,1482082,394614,314224,261240,0,4372110,1865212,55308,310034,362380,66201.75,4372110,4372110,4374010,26828.0,4223934,114558,3544626.24,0.0,676511.04,0,0,0,5300,534,4372110,116034,161744,168,0,27342,144940,22548,720422,355872
62844,0,4448,554452,1790634,1794,2606,3934438,3516872,880870,343922,0,2077302,2593688,2,1200752,296466,244068,209804,328960,4817782,1790634,41094,608370,270728,62844.03,4817782,4817782,4823136,33889.0,4262130,115070,3525043.2,0.0,733284.48,0,0,75704,1388,112,4817782,74906,294914,590,0,23180,67176,9938,762862,480330
37122,0,0,926,1457718,0,0,2579354,2166878,646124,349576,0,1172,1386738,2,1637292,247282,177714,135326,12,3226134,1457718,52970,172352,471700,37121.08,3226134,3226134,3207670,14519.0,3107020,98580,2415609.6,28447.68,659461.44,0,0,0,2622,36,3226134,9604,198232,306,0,26386,97510,30676,730806,313128
1050,0,9356,21634,33586,8962,13302,65472,62218,53296,3264,0,66410,59750,0,32922,20480,3858,1156,0,127838,33586,908,39460,13742,1050.49,127838,127838,127948,321.0,77852,1508,52415.04,0.0,24257.28,0,8494,20804,0,0,127838,592,948,338,0,874,1000,152,26050,2940
388,0,0,28428,11566,964,1944,118008,102704,65516,9756,0,11762,19334,0,87418,2370,1008,794,504,184582,11566,1036,43012,22268,387.96,184582,184582,183100,205.0,99198,1992,27227.52,39935.04,30513.6,0,0,14264,2,0,184582,2684,18106,220,0,1336,692,156,73672,3738
80168,0,0,130496,2477100,2094,3542,4685450,3955284,997310,670944,0,2429894,766796,0,2821960,492650,275048,194472,199810,5685430,2477100,77544,343654,648636,80167.5,5685430,5685430,5645238,29748.0,5545388,131776,3975910.08,730133.76,834512.64,0,0,3418,177032,2814,5685430,852430,1209080,1796,204232,38710,126236,18378,1594978,331030
91474,0,0,62828,2492662,0,0,5744756,5108454,897224,557958,0,846660,1694444,0,2284142,627350,774734,912464,0,6642730,2492662,64544,554444,340704,91473.79,6642730,6642730,6657612,39475.0,6389314,231182,5622516.48,0.0,763747.2,0,0,390,6544,748,6642730,100844,187854,220,0,35280,146290,24646,807322,750980
1942,0,0,154,48208,0,0,119516,109766,12768,7042,0,12142,89882,0,62618,12290,6320,2102,0,132310,48208,1272,5310,7428,1941.58,132310,132310,133968,451.0,125562,3150,108416.64,0.0,17025.6,0,0,0,22,0,132310,3642,3584,32,0,604,2196,430,18790,59862
39022,0,0,10790,1205342,794,1502,2361372,2037388,451678,284764,0,530924,864044,0,1043564,274274,238582,209022,0,2814198,1205342,31932,203896,243062,39022.47,2814198,2814198,2812502,14387.0,2694886,71354,2213922.24,0.0,479396.16,0,0,2072,2026,138,2814198,110298,166526,174,0,16690,72238,8620,510568,363260
16,0,0,1780,1572,362,990,11934,9458,6374,1236,0,7722,120,0,8228,120,60,100,22,18716,1572,198,2404,3896,15.92,18716,18716,19672,30.0,9998,420,3404.16,0.0,5435.52,0,0,990,0,0,18716,20,326,58,0,306,46,22,6872,26
9288,0,0,144,301268,0,0,472338,313082,195230,141926,0,284984,594144,0,176198,50304,37572,30694,0,667730,301268,16630,86510,107668,9288.35,667730,667730,667010,4425.0,609918,22752,531904.32,0.0,76464.96,0,0,0,518,18,667730,4768,21420,130,0,12168,21336,3890,82948,116072
1542,0,0,184,49346,0,0,107182,92790,22884,8760,0,0,101812,0,50738,11590,3408,974,0,130126,49346,1220,9360,13342,1542.36,130126,130126,131094,354.0,115544,3180,85678.08,0.0,29686.08,0,0,0,72,0,130126,686,2654,78,0,786,1900,386,31594,56424
51526,0,0,246,1714974,0,0,3043102,2258604,1025416,698058,0,579370,3688566,0,1490084,320116,214542,182196,1702,4069298,1714974,76644,417656,596576,51526.8,4069298,4069298,4057234,29755.0,3885164,139416,3196753.92,0.0,685528.32,0,0,0,16964,2004,4069298,420396,2379490,104,0,56282,65148,11408,703370,511312
4602,0,0,98,160032,0,0,371326,329474,106042,28688,0,266736,308600,0,155476,51208,18048,8718,74,477504,160032,4458,68380,37142,4601.6,477504,477504,478932,1408.0,400098,14728,316612.8,619.2,82040.64,0,0,0,52,0,477504,3014,21760,88,0,2436,10386,2074,89152,90188
40074,0,0,1384,1060892,0,0,2113868,1902238,307570,188572,0,314674,639804,0,738428,280564,195982,135112,0,2421668,1060892,25652,170704,135366,40074.93,2421668,2421668,2415718,13144.0,2316546,65102,2026243.2,0.0,289030.08,0,0,0,2304,76,2421668,18328,83492,116,0,12644,69440,15034,301388,311828
40270,0,0,1408,1310582,0,0,2445588,1831054,729948,556314,0,4708,2672266,2,1216722,210220,155260,124422,0,3176004,1310582,51582,357336,371066,40269.26,3176004,3176004,3172594,21854.0,3057972,125470,2591525.76,0.0,463828.8,0,0,0,9780,946,3176004,128880,145002,188,0,32658,84026,18042,488586,329694
21934,0,0,198484,610254,1256,2420,1228434,1049378,240054,129444,0,1255436,30962,0,423346,202482,73920,40822,2934,1470372,610254,16612,79920,158886,21933.7,1470372,1470372,1438874,6590.0,1376376,49696,1200748.8,0.0,173025.6,0,0,21844,26,0,1470372,24754,260438,178,0,9772,45324,6144,186196,161092
63708,0,0,2454,1891028,0,0,3929896,3466268,786336,389762,0,0,486070,0,1334934,300430,228592,173426,106,4716848,1891028,48842,484338,300296,63707.87,4716848,4716848,4712442,36357.0,4343304,140558,3577614.72,0.0,762701.76,0,0,0,11302,1080,4716848,69052,224926,656,0,26388,113992,22292,788902,491716
50014,0,0,106890,1551370,0,0,3159074,2544432,1135710,525068,0,423094,1458560,0,1451758,333322,216076,151480,1176,4295518,1551370,53254,672116,460030,50013.68,4295518,4295518,4279442,22394.0,3797938,104122,3081988.8,0.0,713070.72,0,0,0,4230,76,4295518,82604,235024,122,0,30130,119204,16666,753328,673028
119188,0,115430,2049780,3213740,134924,282810,6889322,5929442,5221724,802192,2,1057134,1337794,58388,3253494,683186,419916,348326,205534,12248640,3213740,93560,4412526,803444,119188.89,12248640,12248640,12072354,44685.0,7620864,314700,6755340.48,0.0,852935.04,0,1230,177488,264256,36340,12248640,512768,552594,654,0,59976,229670,43414,921870,886228
42180,0,0,244,1096592,0,0,2243720,1968478,362900,223050,0,9472,919332,0,718396,288828,179062,129098,0,2607062,1096592,26246,176814,182630,42179.57,2607062,2607062,2575686,16879.0,2454610,71032,2255943.36,0.0,196830.72,0,0,0,3950,274,2607062,50880,126786,126,0,15564,85756,16972,209572,318134
39544,0,0,280,1176006,0,0,2169966,1778914,535770,336404,0,246070,2454378,4,518140,471846,320584,160154,4,2706204,1176006,41816,259668,273474,39543.57,2706204,2706204,2703578,14106.0,2484002,53780,2330547.84,0.0,150635.52,0,0,0,3348,80,2706204,19962,80442,190,0,28238,51894,7722,165980,398880
47446,0,0,187812,1292696,1142,2416,2666180,2400304,382560,206726,0,2852574,2506910,0,700176,334494,454778,379792,11150,3050450,1292696,24210,126190,254876,47446.07,3050450,3050450,3031190,20700.0,2919030,54102,2374338.24,19512.96,522819.84,0,0,36440,410,0,3050450,47464,115246,456,0,14066,42730,11082,570886,214740
